Dataset,Model,Datafraction,Score,Filename
mb-atmospheric_dust_cls_rdr,vit_l,0.01,95.84,mb-atmospheric_dust_cls_rdr_vit_l_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.01,96.09,mb-atmospheric_dust_cls_rdr_vit_l_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.01,44.07,mb-atmospheric_dust_cls_rdr_vit_l_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.05,96.16,mb-atmospheric_dust_cls_rdr_vit_l_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.05,96.03,mb-atmospheric_dust_cls_rdr_vit_l_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.05,95.74,mb-atmospheric_dust_cls_rdr_vit_l_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.20,96.07,mb-atmospheric_dust_cls_rdr_vit_l_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.20,96.05,mb-atmospheric_dust_cls_rdr_vit_l_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.20,96.05,mb-atmospheric_dust_cls_rdr_vit_l_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.50,96.36,mb-atmospheric_dust_cls_rdr_vit_l_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.50,95.91,mb-atmospheric_dust_cls_rdr_vit_l_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.50,96.28,mb-atmospheric_dust_cls_rdr_vit_l_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,full,96.18,mb-atmospheric_dust_cls_rdr_vit_l_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,full,95.99,mb-atmospheric_dust_cls_rdr_vit_l_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,full,95.82,mb-atmospheric_dust_cls_rdr_vit_l_lr0.01_concat_3.log
mb-change_cls_ctx,dinov1_b8,0.20,40.0,mb-change_cls_ctx_dinov1_b8_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov1_b8,0.20,25.0,mb-change_cls_ctx_dinov1_b8_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov1_b8,0.20,55.0,mb-change_cls_ctx_dinov1_b8_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov1_b8,0.50,20.0,mb-change_cls_ctx_dinov1_b8_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov1_b8,0.50,80.0,mb-change_cls_ctx_dinov1_b8_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov1_b8,0.50,20.0,mb-change_cls_ctx_dinov1_b8_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov1_b8,full,80.0,mb-change_cls_ctx_dinov1_b8_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov1_b8,full,80.0,mb-change_cls_ctx_dinov1_b8_lr0.001_concat_3.log
mb-change_cls_ctx,dinov1_b8,full,80.0,mb-change_cls_ctx_dinov1_b8_lr0.01_concat_3.log
mb-change_cls_ctx,dinov2_l14,0.20,50.0,mb-change_cls_ctx_dinov2_l14_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov2_l14,0.20,25.0,mb-change_cls_ctx_dinov2_l14_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov2_l14,0.20,20.0,mb-change_cls_ctx_dinov2_l14_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov2_l14,0.50,75.0,mb-change_cls_ctx_dinov2_l14_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov2_l14,0.50,80.0,mb-change_cls_ctx_dinov2_l14_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov2_l14,0.50,65.0,mb-change_cls_ctx_dinov2_l14_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov2_l14,full,80.0,mb-change_cls_ctx_dinov2_l14_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov2_l14,full,90.0,mb-change_cls_ctx_dinov2_l14_lr0.001_concat_3.log
mb-change_cls_ctx,dinov2_l14,full,80.0,mb-change_cls_ctx_dinov2_l14_lr0.01_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,0.20,65.0,mb-change_cls_ctx_dinov3_lvd_1cha_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,0.20,25.0,mb-change_cls_ctx_dinov3_lvd_1cha_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,0.20,35.0,mb-change_cls_ctx_dinov3_lvd_1cha_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,0.50,20.0,mb-change_cls_ctx_dinov3_lvd_1cha_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,0.50,70.0,mb-change_cls_ctx_dinov3_lvd_1cha_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,0.50,80.0,mb-change_cls_ctx_dinov3_lvd_1cha_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,full,80.0,mb-change_cls_ctx_dinov3_lvd_1cha_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,full,80.0,mb-change_cls_ctx_dinov3_lvd_1cha_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_lvd_1cha,full,80.0,mb-change_cls_ctx_dinov3_lvd_1cha_lr0.01_concat_3.log
mb-change_cls_ctx,dinov3_lvd,0.20,80.0,mb-change_cls_ctx_dinov3_lvd_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_lvd,0.20,25.0,mb-change_cls_ctx_dinov3_lvd_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_lvd,0.20,20.0,mb-change_cls_ctx_dinov3_lvd_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov3_lvd,0.50,80.0,mb-change_cls_ctx_dinov3_lvd_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_lvd,0.50,80.0,mb-change_cls_ctx_dinov3_lvd_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_lvd,0.50,40.0,mb-change_cls_ctx_dinov3_lvd_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov3_lvd,full,85.0,mb-change_cls_ctx_dinov3_lvd_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_lvd,full,80.0,mb-change_cls_ctx_dinov3_lvd_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_lvd,full,80.0,mb-change_cls_ctx_dinov3_lvd_lr0.01_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,0.20,80.0,mb-change_cls_ctx_dinov3_sat_1cha_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,0.20,35.0,mb-change_cls_ctx_dinov3_sat_1cha_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,0.20,55.0,mb-change_cls_ctx_dinov3_sat_1cha_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,0.50,80.0,mb-change_cls_ctx_dinov3_sat_1cha_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,0.50,80.0,mb-change_cls_ctx_dinov3_sat_1cha_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,0.50,25.0,mb-change_cls_ctx_dinov3_sat_1cha_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,full,80.0,mb-change_cls_ctx_dinov3_sat_1cha_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,full,80.0,mb-change_cls_ctx_dinov3_sat_1cha_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_sat_1cha,full,80.0,mb-change_cls_ctx_dinov3_sat_1cha_lr0.01_concat_3.log
mb-change_cls_ctx,dinov3_sat,0.20,50.0,mb-change_cls_ctx_dinov3_sat_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_sat,0.20,65.0,mb-change_cls_ctx_dinov3_sat_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_sat,0.20,10.0,mb-change_cls_ctx_dinov3_sat_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov3_sat,0.50,85.0,mb-change_cls_ctx_dinov3_sat_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_sat,0.50,20.0,mb-change_cls_ctx_dinov3_sat_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_sat,0.50,35.0,mb-change_cls_ctx_dinov3_sat_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,dinov3_sat,full,80.0,mb-change_cls_ctx_dinov3_sat_lr0.0001_concat_3.log
mb-change_cls_ctx,dinov3_sat,full,80.0,mb-change_cls_ctx_dinov3_sat_lr0.001_concat_3.log
mb-change_cls_ctx,dinov3_sat,full,80.0,mb-change_cls_ctx_dinov3_sat_lr0.01_concat_3.log
mb-change_cls_ctx,mars_mae,0.20,80.0,mb-change_cls_ctx_mars_mae_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,mars_mae,0.20,70.0,mb-change_cls_ctx_mars_mae_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,mars_mae,0.20,20.0,mb-change_cls_ctx_mars_mae_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,mars_mae,0.50,20.0,mb-change_cls_ctx_mars_mae_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,mars_mae,0.50,75.0,mb-change_cls_ctx_mars_mae_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,mars_mae,0.50,20.0,mb-change_cls_ctx_mars_mae_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,mars_mae,full,80.0,mb-change_cls_ctx_mars_mae_lr0.0001_concat_3.log
mb-change_cls_ctx,mars_mae,full,80.0,mb-change_cls_ctx_mars_mae_lr0.001_concat_3.log
mb-change_cls_ctx,mars_mae,full,90.0,mb-change_cls_ctx_mars_mae_lr0.01_concat_3.log
mb-change_cls_ctx,openclip,0.20,80.0,mb-change_cls_ctx_openclip_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,openclip,0.20,80.0,mb-change_cls_ctx_openclip_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,openclip,0.20,80.0,mb-change_cls_ctx_openclip_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,openclip,0.50,80.0,mb-change_cls_ctx_openclip_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,openclip,0.50,20.0,mb-change_cls_ctx_openclip_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,openclip,0.50,20.0,mb-change_cls_ctx_openclip_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,openclip,full,80.0,mb-change_cls_ctx_openclip_lr0.0001_concat_3.log
mb-change_cls_ctx,openclip,full,80.0,mb-change_cls_ctx_openclip_lr0.001_concat_3.log
mb-change_cls_ctx,openclip,full,80.0,mb-change_cls_ctx_openclip_lr0.01_concat_3.log
mb-change_cls_ctx,satmae,0.20,20.0,mb-change_cls_ctx_satmae_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,satmae,0.20,80.0,mb-change_cls_ctx_satmae_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,satmae,0.20,65.0,mb-change_cls_ctx_satmae_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,satmae,0.50,15.0,mb-change_cls_ctx_satmae_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,satmae,0.50,55.0,mb-change_cls_ctx_satmae_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,satmae,0.50,80.0,mb-change_cls_ctx_satmae_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,satmae,full,80.0,mb-change_cls_ctx_satmae_lr0.0001_concat_3.log
mb-change_cls_ctx,satmae,full,80.0,mb-change_cls_ctx_satmae_lr0.001_concat_3.log
mb-change_cls_ctx,satmae,full,80.0,mb-change_cls_ctx_satmae_lr0.01_concat_3.log
mb-change_cls_ctx,scale_mae,full,80.0,mb-change_cls_ctx_scale_mae_lr0.0001_concat_3.log
mb-change_cls_ctx,scale_mae,full,80.0,mb-change_cls_ctx_scale_mae_lr0.001_concat_3.log
mb-change_cls_ctx,scale_mae,full,80.0,mb-change_cls_ctx_scale_mae_lr0.01_concat_3.log
mb-change_cls_ctx,siglip2,0.20,20.0,mb-change_cls_ctx_siglip2_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,siglip2,0.20,20.0,mb-change_cls_ctx_siglip2_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,siglip2,0.20,25.0,mb-change_cls_ctx_siglip2_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,siglip2,0.50,80.0,mb-change_cls_ctx_siglip2_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,siglip2,0.50,50.0,mb-change_cls_ctx_siglip2_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,siglip2,0.50,80.0,mb-change_cls_ctx_siglip2_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,siglip2,full,80.0,mb-change_cls_ctx_siglip2_lr0.0001_concat_3.log
mb-change_cls_ctx,siglip2,full,80.0,mb-change_cls_ctx_siglip2_lr0.001_concat_3.log
mb-change_cls_ctx,siglip2,full,80.0,mb-change_cls_ctx_siglip2_lr0.01_concat_3.log
mb-change_cls_ctx,swin_v2,0.20,20.0,mb-change_cls_ctx_swin_v2_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,swin_v2,0.20,70.0,mb-change_cls_ctx_swin_v2_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,swin_v2,0.20,75.0,mb-change_cls_ctx_swin_v2_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,swin_v2,0.50,50.0,mb-change_cls_ctx_swin_v2_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,swin_v2,0.50,45.0,mb-change_cls_ctx_swin_v2_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,swin_v2,0.50,80.0,mb-change_cls_ctx_swin_v2_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,swin_v2,full,80.0,mb-change_cls_ctx_swin_v2_lr0.0001_concat_3.log
mb-change_cls_ctx,swin_v2,full,80.0,mb-change_cls_ctx_swin_v2_lr0.001_concat_3.log
mb-change_cls_ctx,swin_v2,full,80.0,mb-change_cls_ctx_swin_v2_lr0.01_concat_3.log
mb-change_cls_ctx,vit_l,0.20,80.0,mb-change_cls_ctx_vit_l_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_ctx,vit_l,0.20,20.0,mb-change_cls_ctx_vit_l_frac0.20x_lr0.001_concat_3.log
mb-change_cls_ctx,vit_l,0.20,35.0,mb-change_cls_ctx_vit_l_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_ctx,vit_l,0.50,20.0,mb-change_cls_ctx_vit_l_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_ctx,vit_l,0.50,80.0,mb-change_cls_ctx_vit_l_frac0.50x_lr0.001_concat_3.log
mb-change_cls_ctx,vit_l,0.50,20.0,mb-change_cls_ctx_vit_l_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_ctx,vit_l,full,80.0,mb-change_cls_ctx_vit_l_lr0.0001_concat_3.log
mb-change_cls_ctx,vit_l,full,80.0,mb-change_cls_ctx_vit_l_lr0.001_concat_3.log
mb-change_cls_ctx,vit_l,full,80.0,mb-change_cls_ctx_vit_l_lr0.01_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.01,8.51,mb-change_cls_hirise_dinov1_b8_frac0.01x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.01,87.76,mb-change_cls_hirise_dinov1_b8_frac0.01x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.01,91.12,mb-change_cls_hirise_dinov1_b8_frac0.01x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.05,88.06,mb-change_cls_hirise_dinov1_b8_frac0.05x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.05,94.33,mb-change_cls_hirise_dinov1_b8_frac0.05x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.05,91.94,mb-change_cls_hirise_dinov1_b8_frac0.05x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.20,93.73,mb-change_cls_hirise_dinov1_b8_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.20,96.27,mb-change_cls_hirise_dinov1_b8_frac0.20x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.20,89.18,mb-change_cls_hirise_dinov1_b8_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.50,96.19,mb-change_cls_hirise_dinov1_b8_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.50,96.87,mb-change_cls_hirise_dinov1_b8_frac0.50x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov1_b8,0.50,96.04,mb-change_cls_hirise_dinov1_b8_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov1_b8,full,96.12,mb-change_cls_hirise_dinov1_b8_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov1_b8,full,97.61,mb-change_cls_hirise_dinov1_b8_lr0.001_concat_3.log
mb-change_cls_hirise,dinov1_b8,full,96.87,mb-change_cls_hirise_dinov1_b8_lr0.01_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.01,8.73,mb-change_cls_hirise_dinov2_l14_frac0.01x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.01,8.06,mb-change_cls_hirise_dinov2_l14_frac0.01x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.01,24.25,mb-change_cls_hirise_dinov2_l14_frac0.01x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.05,88.28,mb-change_cls_hirise_dinov2_l14_frac0.05x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.05,93.13,mb-change_cls_hirise_dinov2_l14_frac0.05x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.05,91.94,mb-change_cls_hirise_dinov2_l14_frac0.05x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.20,93.58,mb-change_cls_hirise_dinov2_l14_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.20,94.33,mb-change_cls_hirise_dinov2_l14_frac0.20x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.20,94.55,mb-change_cls_hirise_dinov2_l14_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.50,94.93,mb-change_cls_hirise_dinov2_l14_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.50,95.52,mb-change_cls_hirise_dinov2_l14_frac0.50x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov2_l14,0.50,91.94,mb-change_cls_hirise_dinov2_l14_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov2_l14,full,96.57,mb-change_cls_hirise_dinov2_l14_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov2_l14,full,97.39,mb-change_cls_hirise_dinov2_l14_lr0.001_concat_3.log
mb-change_cls_hirise,dinov2_l14,full,97.09,mb-change_cls_hirise_dinov2_l14_lr0.01_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.01,80.82,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.01x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.01,86.27,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.01x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.01,91.94,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.01x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.05,93.88,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.05x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.05,94.7,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.05x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.05,80.82,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.05x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.20,94.18,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.20,95.22,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.20x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.20,95.3,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.50,95.9,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.50,96.79,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.50x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,0.50,91.94,mb-change_cls_hirise_dinov3_lvd_1cha_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,full,96.27,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,full,96.49,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,full,97.46,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.01_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.01,89.55,mb-change_cls_hirise_dinov3_lvd_frac0.01x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.01,7.99,mb-change_cls_hirise_dinov3_lvd_frac0.01x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.01,8.06,mb-change_cls_hirise_dinov3_lvd_frac0.01x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.05,86.49,mb-change_cls_hirise_dinov3_lvd_frac0.05x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.05,90.67,mb-change_cls_hirise_dinov3_lvd_frac0.05x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.05,54.03,mb-change_cls_hirise_dinov3_lvd_frac0.05x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.20,93.66,mb-change_cls_hirise_dinov3_lvd_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.20,92.39,mb-change_cls_hirise_dinov3_lvd_frac0.20x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.20,95.37,mb-change_cls_hirise_dinov3_lvd_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.50,96.12,mb-change_cls_hirise_dinov3_lvd_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.50,96.57,mb-change_cls_hirise_dinov3_lvd_frac0.50x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,0.50,91.94,mb-change_cls_hirise_dinov3_lvd_frac0.50x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_lvd,full,96.12,mb-change_cls_hirise_dinov3_lvd_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,full,96.57,mb-change_cls_hirise_dinov3_lvd_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,full,97.91,mb-change_cls_hirise_dinov3_lvd_lr0.01_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.01,49.7,mb-change_cls_hirise_dinov3_sat_1cha_frac0.01x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.01,40.52,mb-change_cls_hirise_dinov3_sat_1cha_frac0.01x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.01,67.01,mb-change_cls_hirise_dinov3_sat_1cha_frac0.01x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.05,90.97,mb-change_cls_hirise_dinov3_sat_1cha_frac0.05x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.05,91.49,mb-change_cls_hirise_dinov3_sat_1cha_frac0.05x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.05,88.73,mb-change_cls_hirise_dinov3_sat_1cha_frac0.05x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.20,91.57,mb-change_cls_hirise_dinov3_sat_1cha_frac0.20x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.20,93.81,mb-change_cls_hirise_dinov3_sat_1cha_frac0.20x_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.20,91.94,mb-change_cls_hirise_dinov3_sat_1cha_frac0.20x_lr1e-05_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.50,95.6,mb-change_cls_hirise_dinov3_sat_1cha_frac0.50x_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,0.50,96.04,mb-change_cls_hirise_dinov3_sat_1cha_frac0.50x_lr0.001_concat_3.log
